laporan,label
"Tanah longsor melanda wilayah Aceh tepatnya di Kecamatan Serang, Desa Sidomulyo pada malam hari kemarin. Lebih dari 277 hektar lahan pertanian terendam banjir. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
Hujan berlian yang membuat warga takut terjadi di Langit Ketujuh saat subuh tadi. menyebabkan semute berubah menjadi raksasa. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Tsunami melanda wilayah Maluku tepatnya di Kecamatan Pamekasan, Desa Margodadi pada sore hari kemarin. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Kebakaran hutan melanda wilayah NTB tepatnya di Kecamatan Serang, Desa Pasirjaya pada malam hari tadi. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Longsor lahar dingin melanda wilayah NTT tepatnya di Kecamatan Kalianda, Desa Jaya Baru seminggu yang lalu. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Kekeringan melanda wilayah Bengkulu tepatnya di Kecamatan Kalianda, Desa Tegalrejo saat subuh tadi. Jembatan utama yang menghubungkan dua desa ambruk. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
Banjir cokelat dari sungai terjadi di pusat inti Bumi pada malam hari tadi. menyebabkan alien muncul dari dalam air. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Hujan berlian yang membuat warga takut terjadi di permukaan Planet Mars pada sore hari kemarin. menyebabkan warga panik dan ketakutan. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Kekeringan melanda wilayah Lampung tepatnya di Kecamatan Serang, Desa Gunungkidul pada pukul 08.33 WIB. Pasokan air bersih terganggu di beberapa wilayah. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Angin topan ungu yang membuat orang terbang terjadi di Langit Ketujuh dua hari yang lalu. menyebabkan hewan-hewan mulai menari di jalan. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Kekeringan melanda wilayah Riau tepatnya di Kecamatan Pesawaran, Desa Pulosari saat subuh tadi. Pasokan air bersih terganggu di beberapa wilayah. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
Lava meletus dari gunung es di tengah kota terjadi di Benua Mu yang hilang saat subuh tadi. menyebabkan warga panik dan ketakutan. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Kekeringan melanda wilayah Bali tepatnya di Kecamatan Ciputat, Desa Gunungkidul pada malam hari kemarin. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Tanah longsor melanda wilayah Sulawesi Utara tepatnya di Kecamatan Pesawaran, Desa Pulosari pada sore hari kemarin. Sebanyak 9 sekolah mengalami kerusakan. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Gempa bumi raksasa akibat ulah alien terjadi di Kutub Selatan pada malam hari kemarin. menyebabkan hewan-hewan mulai menari di jalan. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Tanah longsor melanda wilayah Sumatra Barat tepatnya di Kecamatan Pamekasan, Desa Pasirjaya pada malam hari kemarin. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Hujan berlian yang membuat warga takut terjadi di Dunia Paralel pada malam hari kemarin. menyebabkan langit berubah warna menjadi ungu. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Banjir bandang melanda wilayah NTB tepatnya di Kecamatan Ciputat, Desa Sukamaju seminggu yang lalu. Lebih dari 277 hektar lahan pertanian terendam banjir. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Angin topan membawa naga raksasa terjadi di Dimensi Kelima pada malam hari tadi. mengakibatkan pohon-pohon berubah menjadi emas. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
Angin topan membawa naga raksasa terjadi di Benua Mu yang hilang pada siang hari tadi. mengakibatkan tanah berubah menjadi permen karet. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Banjir rob melanda wilayah NTT tepatnya di Kecamatan Tanjung, Desa Cikahuripan pada pagi hari ini. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Angin puting beliung melanda wilayah Bengkulu tepatnya di Kecamatan Banyuwangi, Desa Jaya Baru pada siang hari tadi. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Gempa bumi dengan kekuatan 4.0 SR melanda wilayah Sumatra Barat tepatnya di Kecamatan Sukajaya, Desa Cikahuripan pada pagi hari ini. Sebanyak 5 ternak dilaporkan mati akibat bencana. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Angin topan membawa naga raksasa terjadi di dasar Laut Pasifik pada malam hari tadi. mengakibatkan semua orang di wilayah itu bisa terbang. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Hujan berlian yang membuat warga takut terjadi di Lautan Awan saat subuh tadi. menyebabkan alien muncul dari dalam air. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Kebakaran hutan akibat napas naga terjadi di kota Bikini Bottom seminggu yang lalu. mengakibatkan tanah berubah menjadi permen karet. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Banjir darah dari langit terjadi di Kutub Selatan pada sore hari kemarin. menyebabkan langit berubah warna menjadi ungu. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Kekeringan akibat kutukan dukun terjadi di Galaksi Andromeda dua hari yang lalu. mengakibatkan burung-burung menjadi raksasa. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Hujan emas yang membuat warga kaya mendadak terjadi di Kota Gaib Saranjana pada sore hari kemarin. menyebabkan alien muncul dari dalam air. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
Tsunami api yang membakar laut terjadi di Langit Ketujuh tiga hari yang lalu. menyebabkan semute berubah menjadi raksasa. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Lava meletus dari gunung es di tengah kota terjadi di Langit Ketujuh pada siang hari tadi. mengakibatkan gunung berubah menjadi cokelat leleh. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Tsunami melanda wilayah Banten tepatnya di Kecamatan Soreang, Desa Gunungkidul pada malam hari kemarin. Sebanyak 9 sekolah mengalami kerusakan. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
Gempa bumi akibat ledakan di bulan terjadi di dasar Laut Pasifik pada malam hari tadi. mengakibatkan dinosaurus hidup kembali di tengah kota. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
Gempa bumi raksasa akibat ulah alien terjadi di Kerajaan Atlantis yang tenggelam seminggu yang lalu. mengakibatkan gunung berubah menjadi cokelat leleh. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Tsunami pelangi yang mengubah warna laut terjadi di Dunia Paralel tiga hari yang lalu. menyebabkan air laut berubah menjadi sirup manis. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Tsunami api yang membakar laut terjadi di Lautan Awan tiga hari yang lalu. menyebabkan langit berubah warna menjadi ungu. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Kekeringan melanda wilayah Bengkulu tepatnya di Kecamatan Pesawaran, Desa Tegalrejo tiga hari yang lalu. Lebih dari 277 hektar lahan pertanian terendam banjir. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Angin puting beliung melanda wilayah Bandung tepatnya di Kecamatan Pesawaran, Desa Margodadi pada sore hari kemarin. Kerugian material diperkirakan mencapai Rp 64 miliar. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Kebakaran hutan akibat napas naga terjadi di perairan Atlantis yang hilang pada pagi hari ini. mengakibatkan pohon-pohon berubah menjadi emas. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
Tsunami api yang membakar laut terjadi di Kota Emas El Dorado tiga hari yang lalu. menyebabkan semute berubah menjadi raksasa. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Tsunami melanda wilayah Aceh tepatnya di Kecamatan Banyuwangi, Desa Pasirjaya pada sore hari kemarin. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
"Banjir cokelat dari sungai terjadi di pusat inti Bumi pada pagi hari ini. menyebabkan warga panik dan ketakutan. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
Tsunami pelangi yang mengubah warna laut terjadi di Dunia Paralel tiga hari yang lalu. mengakibatkan dinosaurus hidup kembali di tengah kota. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Banjir darah dari langit terjadi di perairan Atlantis yang hilang dua hari yang lalu. mengakibatkan tanah berubah menjadi permen karet. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Hujan emas yang membuat warga kaya mendadak terjadi di permukaan Planet Mars pada pukul 09.53 WIB. menyebabkan air laut berubah menjadi sirup manis. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Angin topan membawa naga raksasa terjadi di Benua Mu yang hilang pada malam hari tadi. mengakibatkan semua orang di wilayah itu bisa terbang. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Longsor lahar dingin melanda wilayah Kalimantan Selatan tepatnya di Kecamatan Soreang, Desa Pulosari seminggu yang lalu. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Angin topan ungu yang membuat orang terbang terjadi di dasar Laut Pasifik pada pukul 09.53 WIB. mengakibatkan tanah berubah menjadi permen karet. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
Banjir darah dari langit terjadi di Benua Mu yang hilang dua hari yang lalu. mengakibatkan tanah berubah menjadi permen karet. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
Tsunami pelangi yang mengubah warna laut terjadi di Benua Mu yang hilang pada pagi hari ini. menyebabkan alien muncul dari dalam air. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Banjir darah dari langit terjadi di Kota Gaib Saranjana saat subuh tadi. mengakibatkan burung-burung menjadi raksasa. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Letusan gunung berapi menghasilkan permen terjadi di Galaksi Andromeda pada sore hari kemarin. mengakibatkan semua orang di wilayah itu bisa terbang. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Tsunami pelangi yang mengubah warna laut terjadi di dasar Laut Pasifik dua hari yang lalu. menyebabkan semute berubah menjadi raksasa. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Banjir bandang melanda wilayah Bali tepatnya di Kecamatan Sukajaya, Desa Tegalrejo pada pagi hari ini. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Hujan meteor yang menghasilkan emas terjadi di Kota Emas El Dorado dua hari yang lalu. mengakibatkan pohon-pohon berubah menjadi emas. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Banjir cokelat dari sungai terjadi di Kerajaan Atlantis yang tenggelam saat subuh tadi. menyebabkan hewan-hewan mulai menari di jalan. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Longsor lahar dingin melanda wilayah Bengkulu tepatnya di Kecamatan Banyuwangi, Desa Sidomulyo pada pukul 08.33 WIB. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Gempa bumi dengan kekuatan 4.3 SR melanda wilayah Lombok tepatnya di Kecamatan Cangkringan, Desa Tegalrejo seminggu yang lalu. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Tsunami melanda wilayah Lombok tepatnya di Kecamatan Cisarua, Desa Gunungkidul saat subuh tadi. Akses jalan utama terputus akibat material longsor. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Kebakaran hutan melanda wilayah Lombok tepatnya di Kecamatan Soreang, Desa Pulosari seminggu yang lalu. Sebanyak 5 ternak dilaporkan mati akibat bencana. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Angin puting beliung melanda wilayah Garut tepatnya di Kecamatan Sukajaya, Desa Tegalrejo pada malam hari tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
Hujan berlian yang membuat warga takut terjadi di permukaan Planet Mars tiga hari yang lalu. menyebabkan langit berubah warna menjadi ungu. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Tsunami pelangi yang mengubah warna laut terjadi di Langit Ketujuh saat subuh tadi. mengakibatkan tanah berubah menjadi permen karet. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Hujan emas yang membuat warga kaya mendadak terjadi di Dunia Paralel pada malam hari kemarin. menyebabkan ikan-ikan mulai berbicara. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Letusan gunung berapi menghasilkan permen terjadi di Benua Mu yang hilang pada malam hari kemarin. mengakibatkan semua orang di wilayah itu bisa terbang. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Gempa bumi akibat ledakan di bulan terjadi di Galaksi Andromeda pada malam hari kemarin. mengakibatkan gunung berubah menjadi cokelat leleh. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Banjir rob melanda wilayah Lampung tepatnya di Kecamatan Soreang, Desa Mekarwangi seminggu yang lalu. Kerugian material diperkirakan mencapai Rp 64 miliar. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Hujan emas yang membuat warga kaya mendadak terjadi di Kerajaan Atlantis yang tenggelam pada malam hari tadi. menyebabkan hewan-hewan mulai menari di jalan. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Hujan emas yang membuat warga kaya mendadak terjadi di Lautan Awan saat subuh tadi. mengakibatkan semua warga menjadi takut dan bersembunyi. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
Lava meletus dari gunung es di tengah kota terjadi di Kota Gaib Saranjana dua hari yang lalu. mengakibatkan semua orang di wilayah itu bisa terbang. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Kebakaran hutan melanda wilayah NTT tepatnya di Kecamatan Soreang, Desa Jaya Baru pada sore hari kemarin. Kerugian material diperkirakan mencapai Rp 64 miliar. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Gempa bumi akibat ledakan di bulan terjadi di pusat inti Bumi tiga hari yang lalu. menyebabkan semute berubah menjadi raksasa. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Kekeringan melanda wilayah Lombok tepatnya di Kecamatan Cangkringan, Desa Margodadi pada siang hari tadi. Sebanyak 5 ternak dilaporkan mati akibat bencana. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
Lava meletus dari gunung es di tengah kota terjadi di pusat inti Bumi tiga hari yang lalu. mengakibatkan semua orang di wilayah itu bisa terbang. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
Hujan meteor yang menghasilkan emas terjadi di Langit Ketujuh pada pagi hari ini. mengakibatkan semua ikan di laut mati mendadak. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
